,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
357,Lexington,0,US,1661232792,87,37.9887,-84.4777,67.98,0.0
358,Inhambane,20,MZ,1661232856,94,-23.865,35.3833,60.78,4.61
359,Dali,31,CN,1661232857,60,25.7,100.1833,78.91,2.64
360,Develi,4,TR,1661232857,33,38.3906,35.4922,69.15,0.6
361,Denpasar,20,ID,1661232665,70,-8.65,115.2167,83.86,23.02
362,Yulara,0,AU,1661232858,18,-25.2406,130.9889,62.44,23.26
363,Kumluca,0,TR,1661232858,56,36.3703,30.2869,82.35,3.2
364,Ostrovnoy,35,RU,1661232859,64,68.0531,39.5131,61.43,19.89
365,Victoria Point,26,AU,1661232859,71,-27.5833,153.3,75.15,1.99
366,Gazli,0,UZ,1661232859,12,40.1333,63.45,83.32,19.13
367,Mormugao,99,IN,1661232860,83,15.4,73.8,79.77,15.28
368,Kisangani,75,CD,1661232860,100,0.5167,25.2,68.36,0.0
369,Shingū,89,JP,1661232861,73,33.7333,135.9833,86.85,5.48
370,Leningradskiy,0,RU,1661232861,79,69.3833,178.4167,40.46,14.54
371,Lanzhou,75,CN,1661232862,49,36.0564,103.7922,82.81,4.76
372,Penha,99,BR,1661232657,91,-26.7694,-48.6458,56.35,0.81
373,Nouadhibou,20,MR,1661232862,88,20.931,-17.0347,73.38,8.05
374,Georgiyevka,0,KZ,1661232863,21,43.0369,74.7114,73.44,4.47
375,Māngrol,100,IN,1661232863,81,21.1167,70.1167,82.65,19.37
376,Abu Samrah,0,SY,1661232864,58,35.3029,37.1841,80.64,14.61
377,Egvekinot,52,RU,1661232864,50,66.3167,-179.1667,48.51,3.11
378,Ulaangom,6,MN,1661232864,29,49.9811,92.0667,67.91,8.05
379,Safaga,0,EG,1661232865,46,26.7292,33.9365,90.48,12.95
380,Young,83,UY,1661232866,94,-32.6833,-57.6333,45.55,7.16
381,Agadir,47,MA,1661232866,76,30.4202,-9.5982,68.45,4.36
382,Bocana de Paiwas,100,NI,1661232867,94,12.7857,-85.1227,72.88,1.61
383,Zhalantun,3,CN,1661232867,30,48.0,122.7167,75.47,12.77
384,Gimli,73,CA,1661232867,88,50.6336,-96.9907,64.6,5.12
385,Sechura,30,PE,1661232868,85,-5.5569,-80.8222,62.15,9.24
386,Sisophon,35,KH,1661232868,53,13.5859,102.9737,91.94,9.13
387,Beloha,5,MG,1661232869,65,-25.1667,45.05,72.36,11.45
388,Dison,17,BE,1661232869,71,50.6096,5.8542,63.46,3.31
389,Kencong,58,ID,1661232869,59,-8.2833,113.3667,84.87,14.92
390,Sioux Lookout,100,CA,1661232870,100,50.1001,-91.917,60.87,0.0
391,Yatou,29,CN,1661232870,63,37.15,122.3833,76.03,16.93
392,Honiara,40,SB,1661232871,66,-9.4333,159.95,84.09,5.93
393,Londonderry,75,GB,1661232872,88,54.9981,-7.3093,62.33,8.05
394,Mana,99,GF,1661232873,92,5.6592,-53.7767,74.03,4.45
395,Manta,100,EC,1661232756,84,-0.95,-80.7333,70.41,6.69
396,Cochrane,100,CA,1661232631,77,51.1834,-114.4687,62.01,11.5
397,Smithers,75,CA,1661232874,82,54.7804,-127.1743,64.72,2.3
398,Guymon,0,US,1661232874,60,36.6828,-101.4816,68.0,4.61
399,Halifax,100,CA,1661232648,95,44.6453,-63.5724,69.8,10.36
400,Sol'-Iletsk,89,RU,1661232875,35,51.1631,54.9918,80.44,8.28
401,North Bend,100,US,1661232875,98,43.4065,-124.2243,68.23,5.75
402,Copiapó,0,CL,1661232875,78,-27.3667,-70.3333,49.69,0.65
403,Santa Cruz de la Sierra,15,BO,1661232876,72,-17.8,-63.1667,60.26,4.61
404,Oceanside,100,US,1661232631,87,33.1959,-117.3795,73.51,4.61
405,Batagay-Alyta,100,RU,1661232876,87,67.8006,130.4114,41.72,3.83
406,Along,96,IN,1661232877,50,28.1667,94.7667,95.85,2.55
407,Qui Nhon,93,VN,1661232877,59,13.7667,109.2333,90.37,10.56
408,Half Moon Bay,100,US,1661232619,89,37.4636,-122.4286,69.8,16.11
409,Suntar,100,RU,1661232878,79,62.1444,117.6319,48.13,4.21
410,Havelock,20,US,1661232839,94,34.8791,-76.9013,75.16,10.36
411,Chimoio,20,MZ,1661232878,100,-19.1164,33.4833,53.46,4.54
412,Teya,53,RU,1661232879,45,60.3778,92.6267,59.83,8.28
413,Srednekolymsk,72,RU,1661232879,66,67.45,153.6833,64.35,10.8
414,Tupik,52,RU,1661232880,59,54.4253,119.9327,63.19,5.59
415,Beisfjord,99,NO,1661232880,92,68.3751,17.5988,53.65,13.11
416,Yalutorovsk,26,RU,1661232880,66,56.6536,66.3006,71.55,6.33
417,Shimoda,100,JP,1661232584,75,34.6667,138.95,92.1,8.77
418,Itarema,88,BR,1661232881,79,-2.9248,-39.9167,77.97,15.55
419,Tiarei,27,PF,1661232882,78,-17.5333,-149.3333,77.02,21.07
420,Ixtapa,20,MX,1661232683,89,20.7,-105.2,80.22,0.0
421,Eyemouth,99,GB,1661232882,93,55.8713,-2.0901,60.24,6.33
422,Kieta,22,PG,1661232883,78,-6.2167,155.6333,81.39,4.81
423,Selaphum,48,TH,1661232883,62,16.0299,103.9383,93.09,6.06
424,Manaus,0,BR,1661232883,74,-3.1019,-60.025,82.89,5.75
425,Esna,4,EG,1661232884,17,25.2934,32.554,94.75,1.14
426,Pokhara,33,NP,1661232884,67,28.2333,83.9833,84.27,4.97
427,Gorlice,56,PL,1661232885,89,49.6556,21.1604,64.4,1.25
428,Hope,100,US,1661232885,99,33.6671,-93.5916,75.25,5.91
429,Praia da Vitória,40,PT,1661232886,83,38.7333,-27.0667,71.85,9.42
430,Porto-Novo,100,BJ,1661232624,90,6.4965,2.6036,73.87,7.31
431,Moscow,100,RU,1661232710,52,55.7522,37.6156,73.24,7.05
432,Fleetwood,40,GB,1661232887,100,53.9253,-3.0109,61.84,6.91
433,Seymchan,99,RU,1661232887,52,62.8833,152.4333,63.84,11.14
434,Ulcinj,4,ME,1661232887,71,41.9294,19.2244,70.02,6.26
435,Cascas,61,PE,1661232888,65,-7.4833,-78.8167,64.71,0.96
436,Tocopilla,5,CL,1661232708,61,-22.092,-70.1979,58.82,3.96
437,San Jose,20,US,1661232796,77,37.3394,-121.895,69.76,8.05
438,Niquero,68,CU,1661232889,87,20.0431,-77.5828,78.06,9.33
439,Muncar,47,ID,1661232889,59,-8.4333,114.3333,82.63,14.09
440,İskele,20,TR,1661232889,83,39.484,26.9278,73.49,1.14
441,Vytegra,95,RU,1661232890,56,61.0064,36.4481,70.29,4.07
442,Terrace Bay,73,CA,1661232891,89,48.7834,-87.1,55.72,9.01
443,Kokkola,0,FI,1661232892,90,63.8385,23.1307,61.93,4.61
444,Alyangula,1,AU,1661232892,51,-13.8483,136.4192,80.04,15.32
445,Vidalia,0,US,1661232893,94,32.2177,-82.4135,75.15,0.0
446,Sīrjān,2,IR,1661232893,8,29.452,55.6814,80.69,12.33
447,Havøysund,100,NO,1661232894,86,70.9963,24.6622,53.83,49.39
448,Altoona,60,US,1661232606,92,40.5187,-78.3947,68.38,5.19
449,Soyo,38,AO,1661232894,91,-6.1349,12.3689,69.93,8.63
450,Tarko-Sale,59,RU,1661232895,49,64.9225,77.785,70.23,15.9
451,Naica,75,MX,1661232895,69,27.85,-105.4833,73.24,7.38
452,Biak,96,ID,1661232895,77,-0.9131,122.8766,79.77,8.5
453,Bukama,63,CD,1661232896,34,-9.2,25.85,79.5,4.85
454,Dunedin,97,NZ,1661232896,84,-45.8742,170.5036,50.81,8.01
455,Kumul,17,CN,1661232621,18,42.8,93.45,80.29,5.03
456,Antofagasta,10,CL,1661232897,75,-23.65,-70.4,56.48,3.06
457,Taree,95,AU,1661232886,52,-31.9,152.4667,72.07,5.23
458,Ketchikan,75,US,1661232898,88,55.3422,-131.6461,61.27,3.44
459,Prachuap Khiri Khan,92,TH,1661232716,43,12.2167,99.75,93.2,3.27
460,Pangkalanbuun,84,ID,1661232898,76,-2.6833,111.6167,83.55,4.36
461,Lālmohan,95,BD,1661232899,75,22.3384,90.7419,83.98,7.52
462,Skjervøy,100,NO,1661232899,77,70.0311,20.9714,59.0,47.31
463,San Felipe,22,VE,1661232899,91,10.3399,-68.7425,68.63,4.94
464,Muriwai Beach,17,NZ,1661232900,75,-36.8167,174.45,57.96,7.05
465,Lüderitz,0,NA,1661232900,33,-26.6481,15.1594,64.09,3.98
466,Waterloo,40,CA,1661232901,97,43.4668,-80.5164,65.53,6.91
467,Dukat,100,RU,1661232901,86,62.55,155.55,48.07,8.03
468,Shīeli,0,KZ,1661232901,16,44.1667,66.75,80.91,20.83
469,Guerrero Negro,87,MX,1661232902,85,27.9769,-114.0611,70.61,11.9
470,Luwuk,98,ID,1661232902,81,-0.9516,122.7875,81.75,8.28
471,Coleraine,95,GB,1661232716,96,55.1333,-6.6667,59.0,8.59
472,Baft,0,IR,1661232903,8,29.234,56.6057,74.05,5.82
473,Shubarshi,9,KZ,1661232903,35,48.5872,57.1869,76.08,17.34
474,Aykhal,100,RU,1661232904,97,66.0,111.5,39.02,1.48
475,Kurtalan,0,TR,1661232904,26,37.9272,41.7028,88.03,1.74
476,Mahibadhoo,76,MV,1661232905,73,3.7833,72.9667,82.29,15.17
477,Carnarvon,0,AU,1661232905,31,-24.8667,113.6333,80.13,13.38
478,Pueblo Nuevo,72,MX,1661232905,96,23.3833,-105.3833,56.48,4.29
479,Caucaia,40,BR,1661232906,77,-3.7361,-38.6531,78.75,9.22
480,Guangyuan,46,CN,1661232617,48,32.442,105.823,96.75,10.22
481,Husavik,98,IS,1661232906,82,66.0449,-17.3389,44.11,1.01
482,Zafra,0,ES,1661232907,31,38.4167,-6.4167,71.65,6.91
483,Banda Aceh,91,ID,1661232907,62,5.5577,95.3222,86.95,11.61
484,Tonantins,68,BR,1661232908,78,-2.8731,-67.8022,71.96,2.21
485,Ciudad Bolivar,100,VE,1661232908,91,8.1222,-63.5497,74.17,5.03
486,Maniitsoq,100,GL,1661232908,85,65.4167,-52.9,42.64,28.68
487,Charters Towers,0,AU,1661232909,33,-20.1,146.2667,80.42,6.93
488,Brooks,26,CA,1661232909,70,50.5834,-111.8851,68.04,2.3
489,Tongliao,0,CN,1661232910,41,43.6125,122.2653,73.9,14.03
490,Severo-Yeniseyskiy,42,RU,1661232910,46,60.3725,93.0408,55.87,8.59
491,Karasjok,30,NO,1661232912,65,69.4719,25.5112,54.41,28.5
492,Beidao,75,CN,1661232912,41,34.5686,105.8933,92.64,15.64
493,Vao,15,NC,1661232912,79,-22.6667,167.4833,71.13,12.41
494,Margate,89,GB,1661232913,92,51.3813,1.3862,66.9,3.0
495,Trat,90,TH,1661232913,66,12.5,102.5,88.0,8.99
496,Batagay,100,RU,1661232914,73,67.6333,134.6333,47.71,6.98
497,Necochea,10,AR,1661232914,93,-38.5473,-58.7368,43.16,10.85
498,Port Lincoln,89,AU,1661232914,59,-34.7333,135.8667,54.73,15.68
499,Hämeenlinna,99,FI,1661232915,61,60.996,24.4643,58.14,3.56
500,Churapcha,100,RU,1661232916,62,62.0025,132.4325,52.29,6.76
501,Waingapu,2,ID,1661232916,46,-9.6567,120.2641,84.81,18.5
502,Kaniama,86,CD,1661232916,30,-7.5667,24.1833,76.73,9.19
503,Trincomalee,100,LK,1661232917,59,8.5711,81.2335,88.12,16.67
504,Tamiahua,29,MX,1661232918,85,21.2667,-97.45,80.26,7.14
505,Henties Bay,0,NA,1661232918,84,-22.116,14.2845,55.31,4.14
506,Tura,95,IN,1661232918,78,25.5198,90.2201,85.14,0.89
507,Laguna,0,US,1661232732,63,38.421,-121.4238,82.4,8.05
508,Hobyo,76,SO,1661232919,71,5.3505,48.5268,80.13,24.25
509,Baker City,0,US,1661232919,55,44.7749,-117.8344,71.6,6.91
510,Stromness,93,GB,1661232916,93,58.965,-3.296,57.16,7.0
511,Morwa,100,IN,1661232920,91,22.9,73.8333,76.33,14.23
512,Pangoa,26,PE,1661232920,76,-12.1167,-73.0,62.19,2.8
513,Adré,67,TD,1661232921,79,13.4667,22.2,75.27,9.98
514,Tazovsky,14,RU,1661232921,66,67.4667,78.7,59.59,13.89
515,Dragalina,78,RO,1661232922,76,44.4333,27.3167,71.74,4.43
516,Basco,70,PH,1661232922,77,20.4487,121.9702,83.73,26.13
517,Siddipet,80,IN,1661232922,63,18.1,78.85,84.22,12.24
518,Kongolo,88,CD,1661232923,36,-5.3833,27.0,82.06,3.58
519,Carmo do Paranaíba,9,BR,1661232923,54,-19.0008,-46.3161,54.12,5.26
520,Sohna,7,IN,1661232924,51,28.25,77.0667,88.03,22.06
521,Shenyang,0,CN,1661232827,34,41.7922,123.4328,78.82,11.18
522,Tiznit Province,10,MA,1661232924,45,29.5833,-9.5,76.91,0.34
523,Turukhansk,100,RU,1661232925,97,65.8167,87.9833,52.95,1.14
524,Kidal,63,ML,1661232925,66,18.4411,1.4078,80.53,18.99
525,Maués,90,BR,1661232925,66,-3.3836,-57.7186,72.68,1.77
526,Dakoro,79,NE,1661232926,74,14.5106,6.765,76.68,10.67
527,Jalu,0,LY,1661232926,54,29.0331,21.5482,81.75,4.85
528,Yangi Marg`ilon,5,UZ,1661232927,29,40.4272,71.7189,77.72,4.61
529,Ndjolé,99,GA,1661232927,89,-0.1783,10.7649,73.09,2.17
530,Eureka,96,US,1661232928,92,40.8021,-124.1637,68.67,3.0
531,Isangel,2,VU,1661232849,67,-19.55,169.2667,74.43,10.92
532,San Juan,0,AR,1661232915,24,-31.5375,-68.5364,54.81,4.81
533,Camden,53,US,1661232929,93,39.7835,-74.9663,73.24,4.59
534,Manavālakurichi,94,IN,1661232929,69,8.1333,77.3,83.7,17.94
535,Aginskoye,6,RU,1661232929,31,51.1,114.53,70.77,8.23
536,Pedasí,100,PA,1661232930,91,7.5333,-80.0333,75.07,9.8
537,Manokwari,76,ID,1661232930,70,-0.8667,134.0833,83.26,10.6
538,Port-Cartier,72,CA,1661232931,86,50.0334,-66.8654,62.28,4.25
539,Guarujá,0,BR,1661232931,79,-23.9931,-46.2564,62.98,2.59
540,Bandrele,100,YT,1661232933,73,-12.9067,45.1914,76.75,17.27
541,Myitkyina,58,MM,1661232933,54,25.3833,97.4,94.71,2.89
542,Chanika,79,TZ,1661232933,59,-5.4167,38.0167,71.29,7.78
543,Freeport,75,US,1661232713,88,40.6576,-73.5832,75.31,4.61
544,Umeå,99,SE,1661232934,100,63.8284,20.2597,50.92,2.3
545,Ibrā’,8,OM,1661232934,31,22.6906,58.5334,95.97,3.42
546,Abu Kamal,0,SY,1661232935,35,34.4506,40.9171,88.77,13.09
547,Lorengau,5,PG,1661232935,63,-2.0226,147.2712,84.56,9.8
548,Bay Roberts,86,CA,1661232936,95,47.5999,-53.2648,60.33,3.0
549,Tuy Hoa,86,VN,1661232936,50,13.0833,109.3,94.96,2.48
550,Mucurapo,100,TT,1661232936,85,10.6667,-61.5333,75.25,4.52
551,Rundu,6,NA,1661232937,36,-17.9333,19.7667,56.8,7.4
552,Otradnoye,95,RU,1661232938,70,59.7775,30.8181,72.03,4.68
553,Berdigestyakh,100,RU,1661232938,94,62.0989,126.6992,43.23,6.55
554,Ubari,0,LY,1661232938,26,26.5921,12.7805,84.25,9.6
555,General Roca,92,AR,1661232939,53,-39.0333,-67.5833,51.62,6.42
556,Manbij,0,SY,1661232939,60,36.5281,37.9549,82.18,13.67
557,Santiago del Estero,0,AR,1661232940,30,-27.7951,-64.2615,54.23,4.9
558,Villa María,0,AR,1661232940,59,-32.4075,-63.2402,46.85,7.58
559,Burnie,17,AU,1661232940,45,-41.0667,145.9167,52.92,13.24
560,Kozhva,98,RU,1661232941,45,65.1073,57.0459,74.14,9.37
561,Foso,100,GH,1661232941,86,5.7012,-1.2866,73.09,5.19
562,Cururupu,97,BR,1661232942,93,-1.8283,-44.8683,73.02,3.11
563,Sand,0,DE,1661232942,77,50.0,10.6,58.75,2.84
564,Malbork,38,PL,1661232942,85,54.0359,19.0266,70.12,3.62
565,Amahai,83,ID,1661232943,84,-3.3333,128.9167,79.56,7.76
566,La Reforma,88,MX,1661232943,83,18.1,-91.0167,77.5,4.09
